UniProtID,function,process,component
Q2QL34,GO:0003674///GO:0005102,GO:0010730///GO:0072593///GO:1901029,GO:0005739///GO:0005777///GO:0005778///GO:0016020///GO:0016021///GO:0043231
Q8IV53,GO:0005085///GO:0017112,GO:0043547///GO:0061024,GO:0005737///GO:0005829///GO:0030136///GO:0031410
Q6PH81,GO:0005515,,
O95857,GO:0005246,GO:0007166///GO:1903169,GO:0005886///GO:0005887///GO:0016020///GO:0016021
Q9BSY9,GO:0008233///GO:0016787,GO:0006508,GO:0005737
Q96DP5,GO:0003824///GO:0004479///GO:0016740///GO:0016742,GO:0006412///GO:0006413///GO:0009058///GO:0071951,GO:0005739
Q3ZCQ2,GO:0004872,,
Q9NXC2,GO:0005515///GO:0016491,GO:0008152///GO:0055114,GO:0005576
O60930,GO:0000287///GO:0003676///GO:0003723///GO:0004518///GO:0004519///GO:0004523///GO:0004540///GO:0016787///GO:0046872,GO:0006401///GO:0043137///GO:0090305///GO:0090501///GO:0090502,GO:0005737
Q6T310,GO:0000166///GO:0005525,GO:0006351///GO:0006355///GO:0007165///GO:0007264///GO:0045943,GO:0005634///GO:0005730///GO:0016020
Q86X52,GO:0008376///GO:0016740///GO:0016757///GO:0046872///GO:0047238///GO:0050510,GO:0002063///GO:0009954///GO:0030206///GO:0030279///GO:0031667///GO:0045880///GO:0051216///GO:0051923///GO:0060349,GO:0000139///GO:0005576///GO:0005794///GO:0016020///GO:0016021///GO:0032580
Q9Y5T4,GO:0005515,GO:0006810///GO:0009267///GO:0015031///GO:0019216///GO:0031333///GO:1902957,GO:0005739///GO:0005743///GO:0016020///GO:0016021
Q96IU2,GO:0003677///GO:0046872,GO:0001933///GO:0016055///GO:0045944///GO:0050821///GO:0090263///GO:1903955,GO:0005737///GO:0005829///GO:0016020
Q2M3R5,GO:0005515,GO:0051480///GO:1990034,GO:0005783///GO:0005789///GO:0005886///GO:0016020///GO:0016021
Q2TAM9,,,
Q9H1K6,,,
Q9BRV3,GO:0042947///GO:0051119,GO:0006810///GO:0008643///GO:0015758///GO:0034219///GO:0042946///GO:0045815,GO:0000139///GO:0005634///GO:0005794///GO:0005886///GO:0012505///GO:0016020///GO:0016021
Q86YH2,GO:0003677///GO:0046872,GO:0006351///GO:0006355,GO:0005634
Q9H3S5,GO:0016740///GO:0016757///GO:0016758,GO:0006506///GO:0016254,GO:0005783///GO:0005789///GO:0016020///GO:0016021
Q9NU19,GO:0005096///GO:0005515///GO:0017137///GO:0071889,GO:0006886///GO:0031338///GO:0090630///GO:1902017,GO:0005622///GO:0012505
Q6L9T8,,,GO:0005829///GO:0043231
Q9Y6G1,GO:0005515,,GO:0016020///GO:0016021
Q96FB5,GO:0000179///GO:0008649,GO:0000154///GO:0031167///GO:0032259,GO:0016020///GO:0016021
Q9H902,GO:0005515///GO:0008017///GO:0031849,GO:0032386///GO:0051205///GO:0071786,GO:0005737///GO:0005739///GO:0005783///GO:0005789///GO:0016020///GO:0016021///GO:0031966///GO:0071782
Q9H741,GO:0005515,,GO:0005576
Q6PI78,,GO:0003231///GO:1903779,GO:0005739///GO:0005886///GO:0014704///GO:0016020///GO:0016021
Q9Y2D0,GO:0004089///GO:0008270///GO:0016829///GO:0046872,GO:0006730///GO:0015701,GO:0005739///GO:0005759
Q86UY8,GO:0008253///GO:0016787///GO:0046872,GO:0016311,GO:0005739///GO:0005829///GO:0043235
Q504U0,GO:0005515,,GO:0005737
P79522,GO:0003723///GO:0005515///GO:0046872,,
Q5VZI3,GO:0003674,GO:0008150,GO:0005575///GO:0016020///GO:0016021
Q9H7X3,GO:0003676///GO:0003677///GO:0003700///GO:0046872,GO:0006351///GO:0006355,GO:0005634
Q2NL68,,,
O60519,GO:0003677///GO:0003700///GO:0043565,GO:0006351///GO:0006355///GO:0007049///GO:0007165///GO:0030154///GO:0033138///GO:0045600///GO:0045893///GO:0046326///GO:0046889///GO:0050821,GO:0005634
A6ND48,GO:0004871///GO:0004930///GO:0004984///GO:0005549,GO:0007165///GO:0007186///GO:0007608///GO:0050896///GO:0050911,GO:0005886///GO:0016020///GO:0016021
Q6PIY7,GO:0000166///GO:0004652///GO:0005515///GO:0005524///GO:0016740///GO:0046872,GO:0002244///GO:0006397///GO:0021766///GO:0030182///GO:0043631///GO:0060041///GO:0071044///GO:1990603,GO:0005634///GO:0005737///GO:0005829///GO:0031380
Q8N2R0,GO:0003676///GO:0005515///GO:0043565///GO:0046872,GO:0000122///GO:0001656///GO:0001823///GO:0002062///GO:0008284///GO:0009790///GO:0010628///GO:0030154///GO:0030501///GO:0033687///GO:0035115///GO:0035116///GO:0036023///GO:0042474///GO:0042476///GO:0042733///GO:0045893///GO:0045944///GO:0048704///GO:0050679///GO:0060021///GO:0060272///GO:0060322///GO:0060349///GO:0061029///GO:0072498,GO:0005634
Q7Z7J9,GO:0004860///GO:0008427///GO:0019901,GO:0006469,GO:0005886///GO:0014069///GO:0016020///GO:0030054///GO:0030425///GO:0043005///GO:0043025///GO:0045202///GO:0045211
Q6P1S2,,GO:0051090///GO:0070373,GO:0005576///GO:0005615///GO:0016020///GO:0016021
Q5T036,,,
Q8IUI8,GO:0005515///GO:0042802,GO:0000082///GO:0030308///GO:0045893///GO:0045944///GO:0046427///GO:0071158,GO:0005737///GO:0005829///GO:0005886
Q6ZUT1,GO:0005515,,
Q96MV1,GO:0003674,GO:0008150,GO:0005575///GO:0016020///GO:0016021
Q5BVD1,GO:0005515,,GO:0005783///GO:0005789///GO:0016020///GO:0016021
Q86YE8,GO:0003676///GO:0003677///GO:0003700///GO:0046872,GO:0006351///GO:0006355,GO:0005622///GO:0005634
Q8TAD7,,,
Q8N157,GO:0005515///GO:0042802,GO:0001738///GO:0001947///GO:0002092///GO:0007169///GO:0007417///GO:0010842///GO:0016192///GO:0030030///GO:0030154///GO:0030862///GO:0030902///GO:0034613///GO:0035844///GO:0035845///GO:0039008///GO:0039023///GO:0043066///GO:0045944///GO:0050795///GO:0060271///GO:0065001///GO:0070121///GO:0070986///GO:0071599///GO:0097711,GO:0005737///GO:0005813///GO:0005814///GO:0005829///GO:0005856///GO:0005911///GO:0005912///GO:0005929///GO:0030054///GO:0036038///GO:0036064///GO:0042995///GO:0097730
Q5JU85,GO:0005086,GO:0030036///GO:0032012///GO:0043547,GO:0005737
Q6V9R5,GO:0003676///GO:0003677///GO:0046872,GO:0006351///GO:0006355,GO:0005622///GO:0005634
Q9NRJ4,GO:0003700///GO:0035091,GO:0006355///GO:0016567///GO:0035556///GO:0061512,GO:0005737///GO:0005929
Q8TCF1,GO:0008270///GO:0046872,,
Q8WUD6,GO:0004142///GO:0016740///GO:0016780///GO:0019992///GO:0046872,GO:0001558///GO:0006629///GO:0006656///GO:0006657///GO:0006663///GO:0008654,GO:0000139///GO:0005794///GO:0016020///GO:0016021///GO:0043231
Q96IK0,GO:0004871,GO:0007165///GO:0043123,GO:0005575///GO:0016020///GO:0016021
Q9BQS2,GO:0005509///GO:0005544///GO:0019905///GO:0030276,GO:0006906///GO:0017158///GO:0048791,GO:0005886///GO:0016020///GO:0016021///GO:0098793
P46089,GO:0004871///GO:0004930///GO:0005515,GO:0007165///GO:0007186///GO:0007189///GO:0040020,GO:0005886///GO:0005887///GO:0016020///GO:0016021
Q9BSE5,GO:0008783///GO:0016787///GO:0016813///GO:0046872,GO:0008295///GO:0009446///GO:0033388///GO:0097055,GO:0005739///GO:0070062
Q6P280,GO:0003676///GO:0003677///GO:0046872,GO:0006351///GO:0006355,GO:0005622///GO:0005634
Q9C0C6,GO:0005515,GO:0006351///GO:0006355///GO:0042754///GO:0045892///GO:0048511,GO:0005634///GO:0005737///GO:0005829
Q8WVD5,GO:0003677///GO:0004842///GO:0008270///GO:0046872,GO:0006355///GO:0051865,GO:0016020
Q6P1K1,GO:0005515///GO:0015232///GO:0020037,GO:0006810///GO:0015886,GO:0005764///GO:0005765///GO:0005768///GO:0005886///GO:0010008///GO:0016020///GO:0016021
Q9H7T9,GO:0005515,GO:0007051,GO:0000922///GO:0005737///GO:0005813///GO:0005815///GO:0005856
Q9NPI7,GO:0002039///GO:0003723,GO:0072332,GO:0005622
Q6Y288,GO:0016740///GO:0016757,GO:0005975///GO:0006004///GO:0006486///GO:0036066,GO:0005783///GO:0005789///GO:0016020///GO:0016021
Q5T8I3,,,
Q8N587,GO:0003676///GO:0003677///GO:0046872,GO:0006351///GO:0006355,GO:0005622///GO:0005634
Q08ER8,GO:0003676///GO:0003677///GO:0003700///GO:0005515///GO:0046872,GO:0006351///GO:0006355,GO:0005622///GO:0005634
Q7Z4S6,GO:0000166///GO:0003777///GO:0005515///GO:0005524///GO:0008017///GO:0016887,GO:0007018,GO:0005737///GO:0005856///GO:0005871///GO:0005874
Q8N3J9,GO:0003674///GO:0003676///GO:0003677///GO:0003700///GO:0046872,GO:0006351///GO:0006355///GO:0008150,GO:0005634
Q96H78,GO:0022857,GO:0006810///GO:0006839///GO:0055085,GO:0005739///GO:0005743///GO:0016020///GO:0016021///GO:0031307
Q5JUX0,,GO:0007276,
Q8IWB7,GO:0005515///GO:0005545///GO:0008270///GO:0046872,GO:0008150///GO:0034141///GO:0034145,GO:0005634///GO:0005768///GO:0005769///GO:0005829
Q86X02,GO:0005515,,
Q15035,GO:0005515,GO:0006810///GO:0015031///GO:0032964///GO:0045048,GO:0016020///GO:0016021
Q5T4H9,,,
Q86YD5,GO:0001540,GO:0006898///GO:0070613,GO:0005886///GO:0016020///GO:0016021
P15848,GO:0003824///GO:0003943///GO:0004065///GO:0008484///GO:0016787///GO:0046872,GO:0006687///GO:0006914///GO:0007040///GO:0007041///GO:0007417///GO:0007584///GO:0008152///GO:0009268///GO:0010632///GO:0010976///GO:0030207///GO:0043312///GO:0043627///GO:0043687///GO:0051597///GO:0061580,GO:0005576///GO:0005739///GO:0005764///GO:0005788///GO:0005791///GO:0005794///GO:0009986///GO:0035578///GO:0043202///GO:0070062///GO:1904813
O15243,GO:0005102,GO:0032511///GO:0046426///GO:0060400///GO:1903955///GO:2000009,GO:0000139///GO:0005768///GO:0005794///GO:0010008///GO:0016020///GO:0016021
Q9NRX6,,GO:0009306///GO:0046907,GO:0000139///GO:0005794///GO:0012505///GO:0016020///GO:0016021
P58511,GO:0003674,GO:0008150,GO:0005575///GO:0016020///GO:0016021
Q12857,GO:0000978///GO:0001077///GO:0003677///GO:0003682///GO:0003700///GO:0008134,GO:0000122///GO:0006260///GO:0006351///GO:0006355///GO:0006366///GO:0019079///GO:0045944///GO:0060074///GO:0072189,GO:0005622///GO:0005634///GO:0005654///GO:0030054
Q86YN1,GO:0016787///GO:0047874,GO:0006486///GO:0006487///GO:0006489,GO:0005783///GO:0005789///GO:0016020///GO:0016021///GO:0030176
Q9Y2K5,GO:0003676///GO:0003723///GO:0005515,,GO:0005634
Q96GV9,GO:0005515,GO:0006810///GO:0010764///GO:0015031///GO:0030030///GO:0060271///GO:1900016,GO:0005737///GO:0005929///GO:0035869///GO:0042995
O43310,GO:0003723///GO:0005515,GO:0000184///GO:0006417///GO:0006446,GO:0005737///GO:0005829///GO:0048471
Q8NCT3,,,
Q9NUP7,GO:0008168///GO:0008175///GO:0016740///GO:0046872,GO:0008033///GO:0030488///GO:0032259,
Q8NE22,GO:0008168///GO:0016278///GO:0016740,GO:0032259///GO:1901796,GO:0005654
Q86YH6,GO:0000010///GO:0016740///GO:0046982///GO:0050347,GO:0006744///GO:0008299///GO:0050878///GO:0051290,GO:0005739///GO:0005759///GO:0005829///GO:1990234
Q6NZ36,GO:0005515///GO:0031593///GO:0043130///GO:0046872///GO:0070530,GO:0006281///GO:0006974///GO:0019985///GO:0036297,GO:0005634///GO:0005654///GO:0005694///GO:0016604///GO:0030054///GO:0043240
O75973,GO:0003674///GO:0005102///GO:0005515,GO:0007626///GO:0016322///GO:0061743///GO:0099558,GO:0005575///GO:0005576///GO:0005581///GO:0005737///GO:0043083///GO:0044301///GO:0098793
Q9NQ35,GO:0004190///GO:0005515,GO:0006508,
Q6P1L5,GO:0005515,,
Q6ZMM2,GO:0004222///GO:0005515///GO:0008201///GO:0008237///GO:0008270,GO:0006508,GO:0001527///GO:0005576///GO:0005578///GO:0031012
Q6UWW9,,,GO:0016020///GO:0016021
Q6E0U4,GO:0005515,GO:1903575,GO:0005576///GO:0070062
Q15935,GO:0003674///GO:0003676///GO:0003677///GO:0046872,GO:0006351///GO:0006355///GO:0008150,GO:0005622///GO:0005634
Q9Y584,GO:0005515///GO:0015266///GO:0030943,GO:0006626///GO:0006810///GO:0015031///GO:0045039,GO:0005739///GO:0005743///GO:0016020///GO:0016021///GO:0042721
Q16549,GO:0004252///GO:0008233///GO:0008236///GO:0016787,GO:0006508///GO:0016485///GO:0016486,GO:0005794///GO:0016020///GO:0016021///GO:0030173
Q9H6X4,,,GO:0016020///GO:0016021
Q8NGN1,GO:0004871///GO:0004930///GO:0004984///GO:0004993///GO:0030594,GO:0007165///GO:0007186///GO:0007608///GO:0050896///GO:0050911///GO:0098664,GO:0005886///GO:0016020///GO:0016021
Q9H2A7,GO:0005041///GO:0005044///GO:0005125///GO:0008009///GO:0042379,GO:0006898///GO:0006935///GO:0010818///GO:0030307///GO:0030335///GO:0034097///GO:0034341///GO:0034612///GO:0048247///GO:0071222,GO:0005576///GO:0005615///GO:0005886///GO:0016020///GO:0016021
Q9NTX9,,,GO:0005654///GO:0005829
O75077,GO:0004222///GO:0005178///GO:0005515///GO:0008237,GO:0006508///GO:0007155///GO:0007417,GO:0005576///GO:0005886///GO:0005887///GO:0016020///GO:0016021
Q8TEA1,GO:0000049///GO:0003723///GO:0008168///GO:0016428///GO:0016740,GO:0006400///GO:0030488///GO:0032259,GO:0005737///GO:0005829
Q9UBI9,GO:0003674,GO:0007275///GO:0030323///GO:0045930,GO:0005634///GO:0005737///GO:0016020
Q6UX65,,GO:0006914///GO:0006915///GO:0007601///GO:0010506///GO:0045494,GO:0001917///GO:0005737///GO:0005764///GO:0005765///GO:0005794///GO:0005886///GO:0016020///GO:0016021///GO:0016324///GO:0043231
Q8TCT6,GO:0004190///GO:0005515///GO:0008233///GO:0016787///GO:0042500///GO:0042803,GO:0006508///GO:0007204///GO:0032092///GO:0033619///GO:0035307///GO:0050852///GO:0051533///GO:0070886///GO:0006509,GO:0005765///GO:0005783///GO:0005789///GO:0005791///GO:0005794///GO:0005886///GO:0016020///GO:0016021///GO:0030660///GO:0033116///GO:0043231///GO:0071458///GO:0071556
Q9UPQ0,GO:0003779///GO:0008270///GO:0046872,GO:0031032,
Q8NC67,GO:0035255,GO:2000312,GO:0014069///GO:0016020///GO:0016021///GO:0045202
Q9NUN7,GO:0016787///GO:0016811///GO:0070774,GO:0006672///GO:0008284///GO:0030148///GO:0046512///GO:0071602,GO:0000139///GO:0005783///GO:0005789///GO:0005794///GO:0016020///GO:0016021///GO:0030173///GO:0030176
Q5T5M9,,,GO:0005634
Q8TE04,GO:0000166///GO:0004594///GO:0005524///GO:0016301///GO:0016740,GO:0009108///GO:0015937///GO:0016310,GO:0005634///GO:0005737///GO:0005829///GO:0030118///GO:0055037///GO:0071944
P09131,GO:0008508///GO:0015293,GO:0006810///GO:0010033///GO:0015721///GO:0032526///GO:0055085,GO:0016020///GO:0016021
Q15546,GO:0004672///GO:0004872,GO:0006468///GO:0019835///GO:0032880///GO:0045666///GO:0045860,GO:0005764///GO:0005765///GO:0005768///GO:0005794///GO:0005887///GO:0016020///GO:0016021///GO:0031902
Q14CZ0,GO:0005515,,
Q8IZN3,GO:0016409///GO:0016740///GO:0016746///GO:0019706,GO:0018345,GO:0005783///GO:0016020///GO:0016021
Q8NAN2,GO:0005515///GO:0042803///GO:0046982,GO:0008053,GO:0005739///GO:0005741///GO:0016020///GO:0016021///GO:0045203
O00461,,GO:0006810,GO:0000139///GO:0005768///GO:0005794///GO:0005796///GO:0005801///GO:0010008///GO:0016020///GO:0016021///GO:0030133///GO:0030139///GO:0032580
P98169,GO:0003674///GO:0003676///GO:0046872,GO:0006351///GO:0006355///GO:0008150,GO:0005634
Q9BSD3,GO:0005515,GO:0000077///GO:0000725///GO:0006260///GO:0006974///GO:0007049///GO:0034644///GO:0070318///GO:0071479///GO:1901796,GO:0005634///GO:0005654///GO:0005694
Q86WR0,GO:0005515,,GO:0070062
Q1XH10,,,
Q99943,GO:0003841///GO:0005515///GO:0016740///GO:0016746,GO:0001819///GO:0001961///GO:0006629///GO:0006644///GO:0006654///GO:0008152///GO:0008654///GO:0016024///GO:0019432///GO:0031325,GO:0005783///GO:0005789///GO:0016020///GO:0016021
Q5XKR9,,,
Q63HM1,GO:0004061///GO:0016787,GO:0006569///GO:0008152///GO:0019441,GO:0005634///GO:0005737///GO:0005829
O75071,GO:0005509///GO:0046872,,
Q86XJ1,GO:0003779///GO:0005515///GO:0008017,GO:0000226///GO:0030036,GO:0005737///GO:0005856///GO:0005874///GO:0015629///GO:0015630
Q06136,GO:0016491///GO:0047560,GO:0006629///GO:0006665///GO:0006666///GO:0030148///GO:0055114,GO:0005615///GO:0005783///GO:0005789///GO:0016020///GO:0016021
Q8WV07,GO:0003674,GO:0000724///GO:0006289///GO:0008150///GO:0031573///GO:0033314///GO:0044778,GO:0005575///GO:0030896///GO:0035861
Q9H9L7,GO:0005515,,GO:0005634///GO:0005654///GO:0031965
O75123,GO:0003676///GO:0003677///GO:0003700///GO:0046872,GO:0006351///GO:0006355,GO:0005634
Q8IWE4,GO:0003674///GO:0031624///GO:0032182///GO:0097602,GO:0010225///GO:0010332///GO:0030308///GO:0043065///GO:0045116///GO:0051443,GO:0000151///GO:0005886///GO:0016020///GO:0048471
Q9GZU0,GO:0003674,GO:0008150,GO:0005622
Q9UIJ7,GO:0000166///GO:0005515///GO:0005524///GO:0005525///GO:0016301///GO:0016740///GO:0016776///GO:0019205///GO:0046899///GO:0004017,GO:0006139///GO:0007596///GO:0016310///GO:0046033///GO:0046039///GO:0046041///GO:0046051,GO:0005739///GO:0005759
P57768,GO:0008289///GO:0035091///GO:0042802,GO:0006622///GO:0006810///GO:0008333///GO:0015031///GO:0045022,GO:0005737///GO:0005764///GO:0005768///GO:0005769///GO:0005770///GO:0005829///GO:0016020///GO:0031313///GO:0031901///GO:0031902///GO:0043231
Q9NVP4,GO:0046872,,
Q8IZM9,GO:0015171,GO:0003333///GO:0006810///GO:0006811///GO:0006814///GO:0006865,GO:0005886///GO:0005887///GO:0016020///GO:0016021
O43296,GO:0003676///GO:0003677///GO:0046872,GO:0006351///GO:0006355,GO:0005622///GO:0005634
Q5T0B9,GO:0003676///GO:0003677///GO:0046872,GO:0006351///GO:0006355,GO:0005634
Q7LGC8,GO:0001517///GO:0008146///GO:0008459///GO:0016740,GO:0005975///GO:0006790///GO:0030206,GO:0000139///GO:0005794///GO:0016020///GO:0016021
P35321,GO:0005198///GO:0005515///GO:0030674,GO:0008544///GO:0018149///GO:0030216///GO:0031424///GO:0070268,GO:0001533///GO:0005737///GO:0005829
P0CK97,,,GO:0016020///GO:0016021
Q96MC6,GO:0005215,GO:0006810///GO:0055085,GO:0016020///GO:0016021
Q5TGL8,GO:0035091,,
P09912,GO:0005515,GO:0001836///GO:0006955///GO:0043154///GO:0051902///GO:0060337///GO:2001240,GO:0005739///GO:0005886///GO:0016020///GO:0016021
O75063,GO:0000166///GO:0005515///GO:0005524///GO:0016301///GO:0016740///GO:0016773///GO:0046872,GO:0016310///GO:1903955,GO:0000139///GO:0005615///GO:0005654///GO:0005794///GO:0016020///GO:0016021
Q8TAV0,,,GO:0005654
Q9NP56,GO:0004114///GO:0004115///GO:0008081///GO:0016787///GO:0046872,GO:0006198///GO:0007165///GO:0007268,GO:0005829
Q96HH9,GO:0005515///GO:0042802,,GO:0005881
Q8N8M0,GO:0008080///GO:0016740///GO:0016746///GO:0016747,GO:0006473,
Q9H0H3,,GO:0006417///GO:0006446///GO:0016567///GO:0042787,GO:0005737///GO:0031463
P12107,GO:0005201///GO:0030674///GO:0046872///GO:0050840,GO:0001502///GO:0001503///GO:0002063///GO:0003007///GO:0006029///GO:0007601///GO:0007605///GO:0030198///GO:0030199///GO:0030574///GO:0035987///GO:0035989///GO:0042472///GO:0048704///GO:0048705///GO:0050910///GO:0051216///GO:0055010,GO:0005576///GO:0005578///GO:0005581///GO:0005592///GO:0005615///GO:0005788///GO:0031012
Q9BQI9,GO:0004190///GO:0005515,GO:0006351///GO:0006355///GO:0006508,GO:0005634///GO:0005737
Q9NQW1,,GO:0006810///GO:0015031///GO:0016192,GO:0005737///GO:0005783///GO:0005789///GO:0012507///GO:0016020///GO:0030120///GO:0031410
P49619,GO:0000166///GO:0004143///GO:0005509///GO:0005524///GO:0016301///GO:0016740///GO:0046872,GO:0007165///GO:0007205///GO:0016310///GO:0030168///GO:0035556///GO:0046486///GO:0046834///GO:0048666,GO:0005737///GO:0005886///GO:0016020
Q9NZR2,GO:0005509,GO:0006897///GO:0006898///GO:0015031,GO:0016020///GO:0016021///GO:0043235
Q16281,GO:0000166///GO:0005216///GO:0005223///GO:0005249///GO:0008022///GO:0015276///GO:0030553,GO:0006810///GO:0006811///GO:0006812///GO:0007165///GO:0007601///GO:0031960///GO:0032026///GO:0034220///GO:0042391///GO:0050896///GO:0051591///GO:0055085///GO:0071805///GO:0098655,GO:0005737///GO:0005887///GO:0016020///GO:0016021///GO:0030425///GO:0042622///GO:0043025///GO:0043204///GO:1902495
P15085,GO:0004180///GO:0004181///GO:0008233///GO:0008237///GO:0008238///GO:0008270///GO:0016787///GO:0046872,GO:0006508,GO:0005576///GO:0005615
Q8TD57,GO:0000166///GO:0003774///GO:0003777///GO:0005524,GO:0007018///GO:0060285,GO:0005737///GO:0005856///GO:0005858///GO:0005874///GO:0005929///GO:0030286///GO:0042995
Q9ULI0,GO:0000166///GO:0003682///GO:0005524///GO:0016887///GO:0070577,GO:0031936///GO:0045944,GO:0005634///GO:0005654
Q68CJ9,GO:0000976///GO:0000977///GO:0001228///GO:0003677///GO:0003700///GO:0005515///GO:0035497///GO:0042803///GO:0043565///GO:0046982,GO:0002675///GO:0006351///GO:0006355///GO:0006366///GO:0006986///GO:0030968///GO:0042157///GO:0045944///GO:1990440,GO:0005634///GO:0005654///GO:0005783///GO:0005789///GO:0005829///GO:0016020///GO:0016021
Q9H4X1,GO:0005515///GO:0019901///GO:0030295///GO:0070412,GO:0001100///GO:0001937///GO:0003331///GO:0006956///GO:0006977///GO:0007049///GO:0008285///GO:0010628///GO:0010718///GO:0016525///GO:0031659///GO:0032147///GO:0032967///GO:0043537///GO:0045840///GO:0045944///GO:0050710///GO:0050715///GO:0051091///GO:0051496///GO:0051726///GO:0071158///GO:0071456///GO:0071850///GO:0072537///GO:0090272///GO:1901203///GO:1901991///GO:2000048///GO:2000353///GO:2000573,GO:0005634///GO:0005730///GO:0005737///GO:0005813///GO:0005815///GO:0005829///GO:0005856
Q9BY76,GO:0004857///GO:0005515///GO:0042802,GO:0001525///GO:0001666///GO:0007275///GO:0030154///GO:0043066///GO:0045766///GO:0051005///GO:0051260///GO:0070328///GO:2000352,GO:0005576///GO:0005578///GO:0005615///GO:0072562
O75908,GO:0000062///GO:0004772///GO:0008374///GO:0015485///GO:0016740///GO:0016746///GO:0034736,GO:0006629///GO:0006898///GO:0008202///GO:0008203///GO:0010742///GO:0030299///GO:0033344///GO:0034379///GO:0034435///GO:0042632,GO:0005783///GO:0005789///GO:0005903///GO:0016020///GO:0016021
Q9UK55,GO:0004867///GO:0008201///GO:0030414,GO:0007596///GO:0007599///GO:0008218///GO:0010466///GO:0010951///GO:0060046,GO:0005576///GO:0005615///GO:0070062
Q8N9M1,GO:0005515,,GO:0005654
Q8N8Y2,GO:0005515///GO:0015078,GO:0006810///GO:0006811///GO:0008286///GO:0015991///GO:0015992///GO:0016241///GO:0033572///GO:0034220///GO:0090383,GO:0005768///GO:0005769///GO:0010008///GO:0016020///GO:0016324///GO:0016471///GO:0030670///GO:0033179///GO:0070062
Q9GZV9,GO:0004713///GO:0005088///GO:0005104///GO:0005105///GO:0008083///GO:0016303///GO:0046934,GO:0000165///GO:0006796///GO:0008543///GO:0010966///GO:0010980///GO:0014066///GO:0018108///GO:0030154///GO:0030500///GO:0030502///GO:0030643///GO:0032026///GO:0036092///GO:0042359///GO:0042369///GO:0043547///GO:0044320///GO:0045668///GO:0045893///GO:0046854///GO:0046888///GO:0048015///GO:0055062///GO:0070374///GO:0071305///GO:0071354///GO:0071374///GO:0090080///GO:1904383,GO:0005576///GO:0005615///GO:0005796
Q96PC5,GO:0005515///GO:0042954,GO:0006888///GO:0035459///GO:0042632///GO:0042953///GO:0070328,GO:0005783///GO:0005789///GO:0016020///GO:0016021///GO:0070971
Q96N96,GO:0005085///GO:0005089///GO:0005515///GO:0030676,GO:0016477///GO:0030032///GO:0030334///GO:0035023///GO:0043547///GO:0046847,GO:0005654///GO:0005737///GO:0005829///GO:0005886///GO:0016020///GO:0030027///GO:0030175///GO:0032587///GO:0042995
Q6ZS10,GO:0005537///GO:0030246///GO:0042806///GO:0046872,,GO:0009986///GO:0016020///GO:0016021
Q7L591,GO:0005158///GO:0005515,GO:0007265///GO:0043312,GO:0005737///GO:0005886///GO:0016020///GO:0030667///GO:0101003
Q99501,GO:0008017///GO:0008093///GO:0046966,GO:0001578///GO:0007026///GO:0007050///GO:0009267///GO:0010629///GO:0030308///GO:0045647///GO:0051726///GO:0097067,GO:0005737///GO:0005856///GO:0001725///GO:0005874
Q9NP74,,GO:0008360,GO:0005737///GO:0016020///GO:0030425///GO:0042995///GO:0043197
Q15057,GO:0005096///GO:0017137///GO:0046872,GO:0036010///GO:0043547///GO:1990090,GO:0005768///GO:0010008///GO:0016020
Q9BRK0,GO:0031883,GO:0032386///GO:0032596///GO:0050913///GO:0050916///GO:0071786,GO:0005783///GO:0005789///GO:0005881///GO:0005887///GO:0016020///GO:0016021///GO:0070062
Q6IPX3,,GO:0006351///GO:0006355,GO:0005634
Q8NC24,GO:0005515///GO:0005518,GO:0010811,GO:0005578///GO:0005604///GO:0005886///GO:0016020///GO:0016021
P47928,GO:0001085///GO:0003714///GO:0005515///GO:0046983,GO:0000082///GO:0000122///GO:0006351///GO:0006355///GO:0006357///GO:0007405///GO:0007420///GO:0007623///GO:0008283///GO:0008284///GO:0010628///GO:0021766///GO:0021895///GO:0022010///GO:0034613///GO:0045444///GO:0045599///GO:0045665///GO:0045669///GO:0045892///GO:0045944///GO:0048712///GO:0048715///GO:0060512///GO:0060740///GO:0060741///GO:0061682,GO:0005634///GO:0005737
Q7RTS1,GO:0000977///GO:0001228///GO:0003677///GO:0042803///GO:0046983,GO:0006351///GO:0006355///GO:0006366///GO:0006851///GO:0007030///GO:0007186///GO:0007267///GO:0010832///GO:0019722///GO:0030968///GO:0042149///GO:0042593///GO:0045944///GO:0048312///GO:0048469,GO:0005634
Q7RTU0,GO:0003677///GO:0046983,GO:0006351///GO:0006355,GO:0005634
Q96SQ7,GO:0003677///GO:0003700///GO:0008134///GO:0033613///GO:0046983///GO:0070888,GO:0001704///GO:0001937///GO:0006351///GO:0006355///GO:0007275///GO:0007399///GO:0010595///GO:0030154///GO:0035148///GO:0045603///GO:0045892///GO:0045893///GO:0051450///GO:0060395,GO:0005634///GO:0005654///GO:0005737///GO:0016607
P0DME0,GO:0003682,GO:0006334///GO:0006351///GO:0006355///GO:0030154///GO:0045446///GO:0045944,GO:0005634///GO:0005654///GO:0005737///GO:0005811
Q02577,GO:0000977///GO:0000981///GO:0001102///GO:0003677///GO:0005515///GO:0046983,GO:0006351///GO:0006355///GO:0007275///GO:0007417///GO:0007617///GO:0030154///GO:0042698///GO:0045944///GO:0051091,GO:0005634///GO:0005667
